Drug Name	DrugBankID	False Positive DME	PathFX Phenotype	PathFX Phen. CUI	Corrected P-value	Network genes assoc to phen	
phenytoin	DB00252	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000215736040609	APOA1,APOC3,APOE,APOA4,FN1,ALB,APOA2	
phenytoin	DB00252	Myocardial infarction	Acute myocardial infarction	C0155626	0.000154690467918	APOA1,CYP2B6,DMD,SCN5A,APOE,CST3,ABCB1,CYP2C19,HP,ITGA2,F7	
doxorubicin	DB00997	Edema	Cerebral edema	C0006114	6.44928581734e-05	NDUFAF2,NDUFV2,NDUFA11,NDUFS6,NDUFB3,NDUFS2,NOS2,TMEM126B,NDUFS3,NDUFS4,NDUFV1,NDUFS1,NDUFB9,NDUFA1,NDUFAF3,NDUFAF5,NDUFAF4,NDUFAF1,ACAD9	
doxorubicin	DB00997	Hepatic necrosis	Hepatic necrosis	C0151798	7.51445456326e-05	HADH,NDUFAF6,NDUFAF2,NDUFA2,NDUFA12,NDUFS3,NDUFA9,NDUFS4,NDUFS8,CYP3A4,NDUFS7,NDUFA10	
doxorubicin	DB00997	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000146967942096	NQO1,AKT1,NOS3,CYP3A4,NOS1,CYP2B6,CYP2D6	
candesartan	DB00796	Hypertension	Hypertension	C0020538	4.38553022795e-05	AGTR1,BDKRB2,TACR1,CYSLTR2,KISS1,CHRM3,EDNRB,F2R,APP,PTGS1,XCL1,GCGR,UTS2,EDN3,GHSR,AGT,CASR,EDNRA,TAC3,PTGER1,LPAR2,GCG,ADRA1A,BDKRB1,EDN2,NTS,HTR2B,GNRH1,EDN1,TRHR,UTS2R,CYP2C9,AVPR1A,LPAR1,CYP2C8,ADRA1B,ABCB1,KNG1,OXTR,TRH,OXT,GHRL,GNA14,ANXA1,TACR3,ADRA1D,P2RY2,SAA1,F2	
candesartan	DB00796	Hypertension	Essential hypertension	C0085580	6.61806123364e-05	AGTR1,BDKRB2,GCGR,UTS2,AGT,EDNRA,LPAR2,ADRA1A,BDKRB1,EDN2,EDN1,TRHR,CYP2C9,AVPR1A,LPAR1,ADRA1B,ABCB1,KNG1,PTGFR,ADRA1D,P2RY2	
candesartan	DB00796	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000122897800776	AGTR1,BDKRB2,TACR1,EDNRB,PTGS1,UTS2,CYSLTR1,AGT,CASR,EDNRA,TACR2,NPS,HTR2B,EDN1,UTS2B,F2RL1,TAC1,F2	
candesartan	DB00796	Gastric ulcer	Gastric ulcer	C0038358	9.83838178492e-05	BDKRB2,PTGS1,BDKRB1,EDN1,CYP2C9,CYP2C8,OXTR,OXT,GHRL,GAST,CCK	
candesartan	DB00796	Hypertension	genetic hypertension	C0598428	7.00245700246e-05	CYSLTR2,AGT,EDNRA,LPAR2,ADRA1A,EDN1	
candesartan	DB00796	Hypertension	Primary pulmonary hypertension	C0152171	0.000108686395414	AGTR1,BDKRB2,EDNRB,F2R,EDNRA,NPS,BDKRB1,HTR2B,EDN1,CYP2C9,KNG1,F2RL1	
candesartan	DB00796	Hypertension	Pulmonary arterial hypertension	C3203102	0.000126647380264	AGTR1,BDKRB2,EDNRB,F2R,EDNRA,NPS,BDKRB1,HTR2B,EDN1,CYP2C9,KNG1,F2RL1	
candesartan	DB00796	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.000129266012155	AGTR1,BDKRB2,EDNRB,AGT,EDNRA,EDN1,UTS2B	
candesartan	DB00796	Hypertension	Renal hypertension	C0020544	0.000230372185864	AGTR1,AGT,EDN1,CYP2C9	
candesartan	DB00796	Hemorrhage	Peptic Ulcer Hemorrhage	C0041582	0.000176078028747	AGTR1,PTGS1,AGT,CYP2C9	
candesartan	DB00796	Edema	High altitude pulmonary edema	C0340100	0.000204939341421	AGTR1,EDNRA,EDN1	
candesartan	DB00796	Proteinuria	Proteinuria Adverse Event	C1962972	1	AGTR1,AGT,CYP2C9	
bromfenac	DB00963	Gastric ulcer	Gastric ulcer	C0038358	0.000141837495669	PTGS2,TP53,PTGS1	
bromfenac	DB00963	Myocardial infarction	Anterior myocardial infarction	C0340293	1	PTGS2	
apixaban	DB06605	Deep vein thrombosis	Deep vein thrombosis of lower limb	C0340708	0.000210803689065	CYP2C9,F3,F7,F2	
apixaban	DB06605	Myocardial infarction	Old myocardial infarction	C0155668	0.000164690382082	CYP2C9,CYP2C8,F2	
apixaban	DB06605	Delirium	Cocaine delirium	C0011206	0.000290068336068	CYP3A4,CYP3A5,ABCG2	
apixaban	DB06605	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000134241245136	CYP2C9,CYP3A4,CYP2C8,CYP3A5,ABCB1,F7,CYP2C19,F2	
thiothixene	DB01623	Hypertension	genetic hypertension	C0598428	6.85213982579e-05	EDN1,PTH,CYSLTR2,ADRA1A,AGT,PTHLH,EDNRA,SSTR4,ACKR3,LPAR2,ADRA2B,CXCR6	
thiothixene	DB01623	Pancreatitis	Hereditary pancreatitis	C0238339	8.12814402965e-05	EDN1,PLAG1,NTS,GAST,CFB,CXCL10,CXCR2,GIP,GCG,P2RY6,TACR1,TACR2,TSC22D1,APOC2,ADM,MGST1,NTSR1,TAC1,CCR6,CCL20,CASR,KLK3,HP,GNAI2,CXCL6,ADCYAP1,CCL28,PTHLH,APOE,CXCL1,ALB,CCKBR,PRSS3,SCT,CXCL8,CXCL5,F2RL1,CXCL12,CXCR4,CXCR1,TACR3,CXCR3	
thiothixene	DB01623	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000134372789038	EDN1,NPS,CXCR2,TACR1,F2,TACR2,CYSLTR1,ADM,APOA1,TAC1,CFH,EDNRB,ADRB1,CCL5,CASR,VIP,BDKRB2,CCR7,UTS2B,NPY,AGT,UTS2,RAMP2,APLNR,APOE,EDNRA,HTR1B,ADORA2B,CXCL8,F2RL1,CALCA,CXCR1,RYR2	
thiothixene	DB01623	Hypertension	Essential hypertension	C0085580	7.21181717905e-05	EDN1,TRHR,P2RY2,ADRA1D,GCGR,KCNMA1,CALCRL,GNAS,PTH,ADM,AVPR1A,ADORA1,ADRB1,PTGFR,VIP,HP,BDKRB2,BDKRB1,ADRA1A,NPY,GNAI2,POMC,AGTR2,FSHR,AGT,UTS2,CYP2D6,LPAR1,APLNR,APOE,ALB,EDNRA,ADRA1B,ADRB3,HTR2A,ATM,DRD1,CALCA,LPAR2,KNG1,EDN2,ADRA2B	
thiothixene	DB01623	Sepsis	Sepsis	C0243026	7.59861843301e-05	EDN1,C3AR1,NTS,GAST,P2RY2,CFB,ADRA1D,SST,CRH,CXCR2,LTB4R,F2,ADM,APOA1,GRPR,TTN,GRAP2,CFH,EDNRB,SERPING1,CCL5,EDN3,BBC3,CXCL2,APP,P2RY1,POMC,AGTR2,AGT,GSN,C3,APOE,FN1,GAL,PNOC,FPR2,GRP,F2R,ADRA2A,CXCL8,C5,CYP1A2,C5AR1,CXCL12,CALCA,S1PR3,F7,KNG1,CXCR4,SAA1,CCR2,APOC1	
thiothixene	DB01623	Myocardial infarction	Myocardial Infarction	C0027051	8.73571691854e-05	EDN1,RAMP1,P2RY2,HTR1D,ADRA1D,GHRH,CXCL10,GCG,KCNMA1,CCR1,CST3,F2,PTGER2,ADM,OPRD1,ITGA2,APOA1,CFH,AVPR1A,EDNRB,SERPING1,ADORA1,ADRB1,CCL5,CASR,SCN5A,KRT16,HP,BDKRB2,OPRK1,BDKRB1,NPY,APOA4,AGTR2,AGT,CXCL6,UTS2,APOA2,CYP2D6,UTS2R,GSN,C3,CXCR5,APOE,FN1,EDNRA,AHSG,TAS2R50,CNR1,P2RY12,ADRB3,F2R,CCR5,HTR2A,GHSR,GRM8,CXCL8,GHRL,CDCP1,ATM,P2RY11,CYP1A2,F2RL1,APOC3,CXCL12,GFAP,F7,KNG1,RLN2,EDN2,ADRA2B,CCR2,APOC1,CCR3,ADORA3	
thiothixene	DB01623	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000118042728514	TRH,GCG,F2,PTH,APOC2,ADM,NPHS1,SLC25A13,APOA1,ADRB1,CCL5,HP,CCR7,NPY,APOA4,AGTR2,FSHR,AGT,APOA2,CYP2D6,C3,APOE,ALB,GAL,CNR1,ADRB3,CCR5,CDCP1,APOC3,F7,SAA1,CCR2,APOC1	
thiothixene	DB01623	Myocardial infarction	Acute myocardial infarction	C0155626	0.000162653645057	EDN1,GCG,CST3,F2,ADM,ITGA2,APOA1,ADRB1,SCN5A,CCL21,HP,AGT,CYP2D6,APOE,EDNRA,P2RY12,HTR2A,CXCL8,P2RY11,CXCL12,DMD,F7,CXCR4,ADRA2B	
thiothixene	DB01623	Hypertension	Renovascular hypertension	C0020545	0.000100930565497	CXCL10,PTGER3,ADM,AVPR1A,ADRB1,AGTR2,AGT,FN1,SUCNR1,ATM,CXCR3	
thiothixene	DB01623	Gastric ulcer	Gastric ulcer	C0038358	9.37573065233e-05	EDN1,GAST,SST,OXT,ADM,IAPP,BDKRB2,BDKRB1,CYP2D6,FN1,OXTR,ADRB3,CXCL8,GHRL,HRH3,CCK	
thiothixene	DB01623	Pancreatitis	Pancreatitis	C0030305	0.000198982835346	EDN1,CNR2,SST,TACR1,CCR1,PPY,APOC2,SLC25A13,CTSL,CCL5,CASR,BDKRB2,PTHLH,APOE,ALB,NCOA3,EDNRA,CNR1,HTR2A,SCT,CXCL8,GHRL,CALCA,CCK	
thiothixene	DB01623	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.00014347937484	RAMP1,P2RY2,F2RL3,F2,ADM,APOA1,EDNRB,ADORA1,CCL5,ANXA1,NPY,AGT,RAMP2,APOE,F2R,PTGDR,CXCL8,ATM,CXCL12,GFAP,F7,CXCR4,PTGER1	
thiothixene	DB01623	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000204871841483	EDN1,CAMTA1,TTR,TACR1,F2,VIPR2,ITGA2,EDNRB,CCL20,ADORA1,ADRB1,HP,AGT,RXFP1,APOE,CXCL1,HTR1B,SLA2,CXCL12,CALCA,GFAP	
thiothixene	DB01623	Myopathy	Inclusion Body Myopathy, Sporadic	C0751713	0.000178080334771	CXCL10,TTR,CXCL9,CST3,APOE,TOMM40,CXCL11,CXCR3	
thiothixene	DB01623	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000187166181831	EDN1,CRH,ADORA1,CXCL2,AGT,C3,APOE,GHSR,GHRL,CXCR3	
thiothixene	DB01623	Pancreatitis	Acute pancreatitis	C0001339	0.000214401033258	EDN1,GALR2,TAC1,AGT,PTHLH,APOE,GAL,PRSS3,GALR3,PTGDR,CXCL8	
thiothixene	DB01623	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000168079616661	F2,GNAS,ITGA2,APOA1,F7	
thiothixene	DB01623	Hypertension	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	C0740394	0.000221792392005	APOA1,APOA4,APOE,ADRB3,HTR2A,CXCL8,APOC3,SAA1	
thiothixene	DB01623	Pulmonary edema	Pulmonary edema	C0034063	0.000295167895168	GHRH,CXCL2,FPR1,FSHR,ALB,F2R,CCR5,CXCL8	
thiothixene	DB01623	Edema	Pulmonary edema	C0034063	0.000295167895168	GHRH,CXCL2,FPR1,FSHR,ALB,F2R,CCR5,CXCL8	
insulin lispro	DB00046	Hypertension	Essential hypertension	C0085580	8.60107095047e-05	INS,IGF1,IRS1,PTPN1,IGF1R,INSR	
insulin lispro	DB00046	Myopathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000216561950026	INS,IGF1,IGF2,IGF1R,CYP1A2,INSR	
irinotecan	DB00762	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000125891387822	CYP3A5,CYP3A4,ALB,F7,APOC3,APOC2,APOC1,HP,CDCP1,APOE,NPHS1,APOA4,APOA2,ABCB1,SLCO1B1,SLC25A13,APOA1	
irinotecan	DB00762	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	0.000216620837152	DMD,FN1,GSN,TTN,LDB3,CFH	
irinotecan	DB00762	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000165569326104	ALB,APOC3,FN1,APOE,APOA4,APOA2,APOA1	
irinotecan	DB00762	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000168416853681	CYP3A5,CYP3A4,ALB,DMD,SCN5A,APOE,TTR,CYP2B6,TTN,RYR2,LDB3,GFAP,TRAPPC11,CHKB,SLCO1B1,CFH,OBSL1	
metyrosine	DB00765	Pulmonary edema	High altitude pulmonary edema	C0340100	0.000257491795001	TH	
metyrosine	DB00765	Edema	High altitude pulmonary edema	C0340100	0.000257491795001	TH	
tranexamic acid	DB00302	Edema	Cerebral edema	C0006114	0.000187000726216	PLAT,PLAU	
tranexamic acid	DB00302	Gastric ulcer	Gastric ulcer	C0038358	0.00018669527897	PLAT,PLAU	
tranexamic acid	DB00302	Hemorrhage	Intracranial hemorrhage	C0151699	0.000399484536082	PLAT,PLAU	
tranexamic acid	DB00302	Pneumonia	Recurrent pneumonia	C0694550	0.000600461893764	PLG	
tapentadol	DB06204	Pneumonia	Pneumonia	C0032285	5.58894230769e-05	CXCR4,C3,CCR9,CXCL13,C3AR1,CXCL8,CXCR3,CCR2,PTGDR2,CCL20,CCR3,ADORA3,CCL5,C5AR1,CCR1,KNG1,POMC,CXCL9,LPAR1,CXCL2,CXCL5,CCL19,LPAR2,CXCR2,CXCL1,NPW,PF4,CCR6,CCR8,CXCL12	
tapentadol	DB06204	Hypertension	genetic hypertension	C0598428	7.8937829245e-05	AGT,ADRA2B,CXCR6,ACKR3,LPAR2,SSTR4	
tapentadol	DB06204	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000114504300689	MTNR1A,DRD3,CYP2D6,SLC6A4,DRD4,HTR1F,MTNR1B,CNR1	
tapentadol	DB06204	Hypertension	Renovascular hypertension	C0020545	9.68316831683e-05	AGT,CXCR3,CXCL10,PTGER3,AGTR2,SUCNR1	
tapentadol	DB06204	Hypertension	Primary pulmonary hypertension	C0152171	0.000103593516246	CXCR4,APLNR,CYP2C9,BDKRB1,CCL5,CCR1,KNG1,SLC6A4,CCR5,CCR7,BDKRB2,HTR1B,CXCL12	
tapentadol	DB06204	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000132067851373	C3,AGT,CCR2,CYP2C9,CYP2C19,CCL5,NPY,CYP2D6,CCR5,CCR7,GAL,AGTR2,SAA1,CNR1	
tapentadol	DB06204	Pneumonia	Pneumocystis jiroveci pneumonia	C1535939	0.000148026315789	CXCR4,C3,CXCL8,CXCL10,CXCR6,CCR5	
tapentadol	DB06204	Pneumonia	Streptococcal pneumonia	C0155862	0.00015292675452	C3,CXCL8,CCL5,PPBP	
quetiapine	DB01224	Myocardial infarction	Myocardial Infarction	C0027051	7.61772853186e-05	KCNMA1,EDNRA,CXCL10,NPY,GRM8,F2RL1,CXCR5,LDLRAP1,CYP2D6,GCG,OPRD1,AHSG,CCR5,P2RY12,DAB2,VAMP8,TBXA2R,EDN2,CYP3A5,P2RY11,AGT,P2RY2,ADRA1D,ADRB2,CHRM2,APOC1,F2,CCR1,IGF2R,SCN5A,HTR1D,F2R,CXCL6,CXCL8,C3,ADRB3,CST3,GFAP,HTR2A,CNR1,CCR2,APOB,UTS2R,RLN2,ADORA3,GHRL,GHRH,TF,APOE,CXCL12,ADRA2B,ADORA1,ABCB1,PTGER2,BDKRB2,ADM,BDKRB1,CDCP1,ADRB1,SERPING1,OPRK1,RAMP1,HP,CCR3,CYP3A4,GSN,UTS2,CASR,AVPR1A,AGTR2,TAS2R50,EDNRB,GHSR,CCL5,CYP2C19,EDN1,KNG1,LDLR	
quetiapine	DB01224	Gastric ulcer	Gastric ulcer	C0038358	0.000103093442215	CCK,CYP2D6,SST,IAPP,OXTR,OXT,CXCL8,ADRB3,GHRL,EGF,BDKRB2,ADM,BDKRB1,GAST,EGFR,CYP2C19,HRH3,EDN1	
quetiapine	DB01224	Myocardial infarction	Acute myocardial infarction	C0155626	0.000139787430684	EDNRA,CCL21,CYP2D6,GCG,P2RY12,CXCR4,P2RY11,AGT,CHRM2,F2,SCN5A,CXCL8,CST3,HTR2A,APOB,APOE,CXCL12,ADRA2B,ABCB1,ADM,ADRB1,HP,CYP2C19,PIK3C2A,EDN1	
quetiapine	DB01224	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000122610722611	NPY,TBXA2R,CXCR4,AGT,P2RY2,PTGDR,F2,F2RL3,F2R,CXCL8,GFAP,APOB,PTGER1,APOE,CXCL12,ADORA1,ADM,ANXA1,RAMP1,RAMP2,CYP3A4,EDNRB,CCL5,LDLR	
quetiapine	DB01224	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000177091577254	CXCL2,AGT,C3,GHRL,CXCR3,APOE,ADORA1,CRH,GHSR,EDN1	
quetiapine	DB01224	Pulmonary edema	Pulmonary edema	C0034063	0.000186641154983	ALB,CCR5,CXCL2,ADRB2,FPR1,F2R,CXCL8,GHRH,FSHR	
salicylic acid	DB00936	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000132067851373	CDCP1,SLC25A13,HP,APOC1,APOA2,F7,APOC3,NPHS1,CYP2C9,APOE,ABCB1,APOC2,PTGS1,APOA1,ALB,APOA4	
salicylic acid	DB00936	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	0.000173577828714	DMD,TTN,FN1,LDB3,CFH,GSN	
salicylic acid	DB00936	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000149912587413	APOA2,APOC3,APOE,APOA1,ALB,FN1,APOA4	
salicylic acid	DB00936	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000101136809094	OBSL1,PTGS2,DMD,RYR2,CYP2C9,APOE,GFAP,TRAPPC11,CHKB,TTN,ALB,SCN5A,TTR,LDB3,CFH	
salicylic acid	DB00936	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000162686391269	PTGS2,HP,CTSL,NPHS1,CYP2C9,APOE,APOA1,ALB,FN1,CFH	
salicylic acid	DB00936	Hypertension	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	C0740394	0.0001616598778	SLC22A11,APOC3,APOE,APOA1,APOA4	
salicylic acid	DB00936	Myopathy	Inclusion Body Myopathy, Sporadic	C0751713	0.000164519695862	CST3,APOE,TTR,TOMM40	
insulin aspart	DB01306	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000246478873239	IRS1,INS	
azelaic acid	DB00548	Visual acuity reduced	Reduced visual acuity	C0234632	0.000425569176883	TYR	
lenvatinib	DB09078	Gastric ulcer	Gastric ulcer	C0038358	9.43966519414e-05	PDGFRB,MET,EGF,PDGFRA,KDR,FGFR1,FLT1,FGFR2,SOS1,HGF,NRG1,PDGFA,FGF2	
lenvatinib	DB09078	Thrombocytopenia	Autoimmune thrombocytopenia	C0242584	0.000308320414761	ITGB3,NRAS,STAT1	
roflumilast	DB01656	Myopathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000178159352703	SPAST,SERPING1,GJC2,GSN,LDB3,GFAP,TLN2,SETX,APOE,NLRC4,SACS,PDE4D	
roflumilast	DB01656	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000178159352703	SPAST,SERPING1,GJC2,GSN,LDB3,GFAP,TLN2,SETX,APOE,NLRC4,SACS,PDE4D	
roflumilast	DB01656	Myopathy	Inclusion Body Myopathy, Sporadic	C0751713	0.000174108576935	TOMM40,APOE,CST3	
roflumilast	DB01656	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000119141041184	ALB,LDB3,GFAP,SCN5A,CHKB,APOE,TRAPPC11,OBSL1	
roflumilast	DB01656	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000127853783456	PDE4A,PDE4B,APOE	
indacaterol	DB05039	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000114237855946	FSHR,PTH,LDLR,APOB,ADRB1,ADM,LRP2,ADRB2,GCG,ADRB3,LDLRAP1,ABCB1,CYP3A4	
indacaterol	DB05039	Myopathy	Myotubular myopathy	C0175709	9.48568655992e-05	DNM2,WASL,AMPH,BIN1	
indacaterol	DB05039	Pancreatitis	Hereditary pancreatitis	C0238339	0.000112600303526	PTHLH,SCT,GIP,ADM,EGFR,ADRB2,ADCYAP1,MGST1,GCG,SYT1,UGT1A7,EGF,ABCB1	
alprazolam	DB00404	Delirium	Cocaine delirium	C0011206	0.000266705935127	CYP3A5,CYP3A4	
rosiglitazone	DB00412	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000132067851373	PTGS1,APOE,APOA4,CYP2C9,CDCP1,F7,CYP2C19,APOC3,ALB,CYP2C8,SLCO1B1,NPHS1,SLC25A13,APOC1,APOA1,HP,CYP2D6,PPARG,APOC2,APOA2	
rosiglitazone	DB00412	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	0.000173577828714	DMD,TTN,FN1,GSN,LDB3,CFH	
rosiglitazone	DB00412	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000149912587413	APOE,APOA4,APOC3,ALB,FN1,APOA1,PPARG,APOA2	
rosiglitazone	DB00412	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000101136809094	GFAP,APOE,DMD,CYP2C9,ALB,CYP2C8,SLCO1B1,RYR2,TTN,SCN5A,LDB3,OBSL1,CYP2D6,CHKB,TRAPPC11,CFH,PPARG,TTR	
clemastine	DB00283	Gastric ulcer	Gastric ulcer	C0038358	0.000141837495669	OXT,GHRL,CCK,BDKRB2,OXTR,CYP2D6,BDKRB1,EDN1,GAST	
clemastine	DB00283	Pancreatitis	Hereditary pancreatitis	C0238339	0.000143561842775	NTSR1,F2RL1,TACR1,P2RY6,GCG,CASR,MGST1,NTS,TACR2,TAC1,TACR3,EDN1,GAST,CCKBR	
clemastine	DB00283	Myocardial infarction	Myocardial Infarction	C0027051	7.87394704361e-05	CYP3A4,F2RL1,AGT,UTS2,GHSR,UTS2R,GHRL,EDNRA,P2RY2,AVPR1A,F2,EDN2,BDKRB2,ADRA1D,GCG,CASR,KNG1,P2RY11,EDNRB,CYP2D6,F2R,BDKRB1,EDN1	
daratumumab	DB09331	Pancreatitis	Pancreatitis	C0030305	0.000203779669763	CD38	
tolvaptan	DB06212	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.00014048901782	NPS,VIP,ADORA2B,CALCA,TACR1,UTS2B,RAMP2,UTS2,EDNRB,EDN1,TAC1,ADM,F2RL1,CYSLTR1,F2,EDNRA,BDKRB2,TACR2,EGF,CASR,ADRB1,HTR2B,AGT,DNM2	
tolvaptan	DB06212	Hypertension	Hypertension	C0020538	5.01450476585e-05	EDN2,GPR83,ADORA2B,CALCA,TACR1,F2R,PTGER4,AVPR2,XCL1,POMC,CRHR1,GNAS,TAC3,RAMP2,MGST3,OXT,LRP2,KISS1,ADRA1D,ADRA1B,ABCB1,UTS2R,CYP3A4,MC2R,EDN3,UTS2,EGFR,GHSR,BDKRB1,MC3R,PTH,RAMP1,GNA14,EDNRB,SCARB2,EDN1,P2RY2,KNG1,LDLR,ADRA1A,ADM,IAPP,TRH,ADRB3,GNRH1,LPAR2,CHRM3,APOB,HGS,OXTR,F2,EDNRA,PTGER1,BDKRB2,HTR4,CYSLTR2,EGF,LHB,LDLRAP1,M6PR,GCG,SAA1,CALCRL,NTS,CASR,GCGR,TACR3,AVP,LPAR1,GHRL,FSHR,ADRB2,TRHR,AVPR1A,ADRB1,HTR2B,AGT,DNM2,APP	
tolvaptan	DB06212	Hypertension	Essential hypertension	C0085580	6.35802469136e-05	EDN2,VIP,CALCA,POMC,GNAS,ADRA1D,ADRA1B,ABCB1,UTS2,BDKRB1,PTH,EDN1,P2RY2,KNG1,LDLR,ADRA1A,ADM,ADRB3,LPAR2,APOB,EDNRA,BDKRB2,CALCRL,GCGR,PTGFR,LPAR1,FSHR,ADRB2,TRHR,AVPR1A,ADRB1,AGT,DNM2	
tolvaptan	DB06212	Hypertension	genetic hypertension	C0598428	8.60029571217e-05	PTHLH,PTH,EDN1,ADRA1A,LPAR2,EDNRA,CYSLTR2,AGT	
tolvaptan	DB06212	Pancreatitis	Hereditary pancreatitis	C0238339	0.000112600303526	TACR1,PTHLH,ADCYAP1,GAST,NTSR1,SCT,ABCB1,EGFR,P2RY6,EDN1,TAC1,ADM,F2RL1,MGST1,CCKBR,GIP,SYT1,TACR2,EGF,GCG,NTS,CASR,TACR3,ADRB2	
tolvaptan	DB06212	Gastric ulcer	Gastric ulcer	C0038358	0.000122143420016	OXT,GAST,EGFR,BDKRB1,EDN1,ADM,IAPP,ADRB3,OXTR,BDKRB2,CCK,EGF,GHRL	
tolvaptan	DB06212	Myocardial infarction	Myocardial Infarction	C0027051	6.90230237875e-05	EDN2,F2R,P2RY11,VAMP8,DAB2,CHRM2,ADRA1D,ABCB1,UTS2R,CYP3A4,UTS2,GHSR,BDKRB1,RAMP1,EDNRB,EDN1,P2RY2,KNG1,IGF2R,LDLR,ADM,F2RL1,ADRB3,PTGER2,APOB,F2,EDNRA,RLN2,BDKRB2,LDLRAP1,GCG,CASR,TF,GHRL,ADRB2,AVPR1A,ADRB1,AGT,GHRH	
tolvaptan	DB06212	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000114237855946	LRP2,ABCB1,CYP3A4,PTH,LDLR,ADM,TRH,ADRB3,APOB,F2,LDLRAP1,GCG,SAA1,FSHR,ADRB2,ADRB1,AGT	
tolvaptan	DB06212	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.00019638267259	UTS2B,EDNRB,EDN1,ADRB3,EDNRA,BDKRB2,AVP,ADRB2,AGT	
tolvaptan	DB06212	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000162790697674	F2R,RAMP2,CYP3A4,RAMP1,EDNRB,PTGDR,P2RY2,F2RL3,LDLR,ADM,APOB,F2,PTGER1,AGT	
tolvaptan	DB06212	Hypertension	Primary pulmonary hypertension	C0152171	0.000158734619137	NPS,VIP,F2R,BDKRB1,EDNRB,EDN1,KNG1,F2RL1,EDNRA,BDKRB2,EGF,HTR2B	
tolvaptan	DB06212	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000142326445322	CALCA,TACR1,DNAJC6,VIPR2,CYP3A4,EDNRB,EDN1,BIN1,F2,ADRB2,ADRB1,AGT,RXFP1	
tolvaptan	DB06212	Pancreatitis	Pancreatitis	C0030305	0.00016355721393	CALCA,TACR1,PTHLH,SCT,AP2S1,CD4,EDN1,EDNRA,BDKRB2,CCK,CASR,TF,GHRL	
tolvaptan	DB06212	Hypertension	Pulmonary arterial hypertension	C3203102	0.000183112261404	NPS,VIP,F2R,BDKRB1,EDNRB,SCARB2,EDN1,KNG1,F2RL1,EDNRA,BDKRB2,EGF,HTR2B	
zaleplon	DB00962	Delirium	Cocaine delirium	C0011206	0.000192511776627	CYP3A4,CYP3A5	
trospium	DB00209	Hypertension	Hypertension	C0020538	4.8980446586e-05	NTS,ADRA1D,TRHR,GHSR,EDNRA,TACR1,EDN3,P2RY2,PTGER1,F2R,GNA14,ADRA1A,F2,AGT,UTS2,GNRH1,GCGR,ADRA1B,CYSLTR2,GCG,LPAR2,APP,GHRL,EDNRB,CASR,KNG1,AVPR1A,OXTR,BDKRB2,EDN1,XCL1,TRH,BDKRB1,EDN2,CYP2D6,SAA1,KISS1,OXT,UTS2R,HTR2B,TAC3,TACR3,LPAR1	
