Predicted Cotherapy,Relationship,dme,Drugs with labeled DME,DME pathway intermediate,Intermediate node count,PMID,Notes
Hydrochlorothiazide,Prevents,Hypertension,Imipramine,KCNMA1,46,25816110,a 50-mg losartan/12.5-mg hydrochlorothiazide combination (Los/HCTZ) lowered morning blood pressure (BP) more effectively than 100-mg losartan (High-Los) in treated hypertensive patients with morning hypertension.
Hydrochlorothiazide,Prevents,Hypertension,Modafinil,KCNMA1,46,25816110,a 50-mg losartan/12.5-mg hydrochlorothiazide combination (Los/HCTZ) lowered morning blood pressure (BP) more effectively than 100-mg losartan (High-Los) in treated hypertensive patients with morning hypertension.
Hydrochlorothiazide,Prevents,Hypertension,Lisdexamfetamine,KCNMA1,46,25816110,a 50-mg losartan/12.5-mg hydrochlorothiazide combination (Los/HCTZ) lowered morning blood pressure (BP) more effectively than 100-mg losartan (High-Los) in treated hypertensive patients with morning hypertension.
Hydrochlorothiazide,Prevents,Hypertension,Epinephrine,KCNMA1,46,25816110,a 50-mg losartan/12.5-mg hydrochlorothiazide combination (Los/HCTZ) lowered morning blood pressure (BP) more effectively than 100-mg losartan (High-Los) in treated hypertensive patients with morning hypertension.
Hydrochlorothiazide,Prevents,Hypertension,Mirabegron,KCNMA1,46,25816110,a 50-mg losartan/12.5-mg hydrochlorothiazide combination (Los/HCTZ) lowered morning blood pressure (BP) more effectively than 100-mg losartan (High-Los) in treated hypertensive patients with morning hypertension.
Hydrochlorothiazide,Prevents,Hypertension,Quetiapine,KCNMA1,46,25816110,a 50-mg losartan/12.5-mg hydrochlorothiazide combination (Los/HCTZ) lowered morning blood pressure (BP) more effectively than 100-mg losartan (High-Los) in treated hypertensive patients with morning hypertension.
Hydrochlorothiazide,Prevents,Hypertension,Aripiprazole,KCNMA1,46,25816110,a 50-mg losartan/12.5-mg hydrochlorothiazide combination (Los/HCTZ) lowered morning blood pressure (BP) more effectively than 100-mg losartan (High-Los) in treated hypertensive patients with morning hypertension.
Hydrochlorothiazide,Prevents,Hypertension,Olanzapine,KCNMA1,46,25816110,a 50-mg losartan/12.5-mg hydrochlorothiazide combination (Los/HCTZ) lowered morning blood pressure (BP) more effectively than 100-mg losartan (High-Los) in treated hypertensive patients with morning hypertension.
Hydrochlorothiazide,Prevents,Hypertension,Paliperidone,KCNMA1,46,25816110,a 50-mg losartan/12.5-mg hydrochlorothiazide combination (Los/HCTZ) lowered morning blood pressure (BP) more effectively than 100-mg losartan (High-Los) in treated hypertensive patients with morning hypertension.
Dronabinol,Prevents,Hyperlipidemia,Pramipexole,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Dronabinol,Prevents,Hyperlipidemia,Glycine,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Dronabinol,Prevents,Hyperlipidemia,Memantine,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Dronabinol,Prevents,Hyperlipidemia,Quetiapine,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Dronabinol,Prevents,Hyperlipidemia,Prasugrel,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Dronabinol,Prevents,Hyperlipidemia,Menthol,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Dronabinol,Prevents,Hyperlipidemia,Aripiprazole,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Dronabinol,Prevents,Hyperlipidemia,Olanzapine,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Dronabinol,Prevents,Hyperlipidemia,Gabapentin,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Dronabinol,Prevents,Hyperlipidemia,Ziprasidone,"CNR1,CNR2",10|4,23845579,These results indicate that Δ(9)-THC may serve a protective role against hyperlipidemia and hyperglycemia in diabetic rats.
Ephedra intermedia stem,Prevents,Hyperlipidemia,Pramipexole,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Ephedra intermedia stem,Prevents,Hyperlipidemia,Glycine,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Ephedra intermedia stem,Prevents,Hyperlipidemia,Memantine,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Ephedra intermedia stem,Prevents,Hyperlipidemia,Quetiapine,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Ephedra intermedia stem,Prevents,Hyperlipidemia,Prasugrel,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Ephedra intermedia stem,Prevents,Hyperlipidemia,Menthol,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Ephedra intermedia stem,Prevents,Hyperlipidemia,Aripiprazole,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Ephedra intermedia stem,Prevents,Hyperlipidemia,Olanzapine,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Ephedra intermedia stem,Prevents,Hyperlipidemia,Gabapentin,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Ephedra intermedia stem,Prevents,Hyperlipidemia,Ziprasidone,"CNR1,CNR2",10|4,25574244,ephedra non-alkaloids have therapeutic potential for the treatment of hyperlipidemia
Adenosine triphosphate,Prevents,Myocardial Infarction,Nicardipine,AKT1,3,27698693,Infarct size was smaller in rabbits treated with ATP following ischemia.
Adenosine triphosphate,Prevents,Myocardial Infarction,Perphenazine,AKT1,3,27698693,Infarct size was smaller in rabbits treated with ATP following ischemia.
Adenosine triphosphate,Prevents,Myocardial Infarction,Celecoxib,AKT1,3,27698693,Infarct size was smaller in rabbits treated with ATP following ischemia.
Aliskiren,Prevents,Myocardial Infarction,Trandolapril,REN,15,21884026,"In a hypertensive rat model that underwent experimental MI, EF, and LVEDP, key functional indices of heart failure, were improved by treatment with combination ACE and direct renin inhibition when compared with either agent used alone"
Aliskiren,Prevents,Myocardial Infarction,Captopril,REN,15,21884026,"In a hypertensive rat model that underwent experimental MI, EF, and LVEDP, key functional indices of heart failure, were improved by treatment with combination ACE and direct renin inhibition when compared with either agent used alone"
Aliskiren,Prevents,Myocardial Infarction,Lisinopril,REN,15,21884026,"In a hypertensive rat model that underwent experimental MI, EF, and LVEDP, key functional indices of heart failure, were improved by treatment with combination ACE and direct renin inhibition when compared with either agent used alone"
Aliskiren,Prevents,Myocardial Infarction,Benazepril,REN,15,21884026,"In a hypertensive rat model that underwent experimental MI, EF, and LVEDP, key functional indices of heart failure, were improved by treatment with combination ACE and direct renin inhibition when compared with either agent used alone"
Aliskiren,Prevents,Myocardial Infarction,Fosinopril,REN,15,21884026,"In a hypertensive rat model that underwent experimental MI, EF, and LVEDP, key functional indices of heart failure, were improved by treatment with combination ACE and direct renin inhibition when compared with either agent used alone"
Aliskiren,Prevents,Myocardial Infarction,Enalapril,REN,15,21884026,"In a hypertensive rat model that underwent experimental MI, EF, and LVEDP, key functional indices of heart failure, were improved by treatment with combination ACE and direct renin inhibition when compared with either agent used alone"
Aliskiren,Prevents,Myocardial Infarction,Enalaprilat,REN,15,21884026,"In a hypertensive rat model that underwent experimental MI, EF, and LVEDP, key functional indices of heart failure, were improved by treatment with combination ACE and direct renin inhibition when compared with either agent used alone"
Aliskiren,Prevents,Myocardial Infarction,Ramipril,REN,15,21884026,"In a hypertensive rat model that underwent experimental MI, EF, and LVEDP, key functional indices of heart failure, were improved by treatment with combination ACE and direct renin inhibition when compared with either agent used alone"
Aliskiren,Prevents,Myocardial Infarction,Quinapril,REN,15,21884026,"In a hypertensive rat model that underwent experimental MI, EF, and LVEDP, key functional indices of heart failure, were improved by treatment with combination ACE and direct renin inhibition when compared with either agent used alone"
Aliskiren,Prevents,Myocardial Infarction,Trandolapril,REN,15,24342316,"Aliskiren ameliorated cardiomyocytic apoptosis, attenuated the sympathetic nerve innervations and reduced the vulnerability of ventricular arrhythmias after myocardial infarction"
Aliskiren,Prevents,Myocardial Infarction,Captopril,REN,15,24342316,"Aliskiren ameliorated cardiomyocytic apoptosis, attenuated the sympathetic nerve innervations and reduced the vulnerability of ventricular arrhythmias after myocardial infarction"
Aliskiren,Prevents,Myocardial Infarction,Lisinopril,REN,15,24342316,"Aliskiren ameliorated cardiomyocytic apoptosis, attenuated the sympathetic nerve innervations and reduced the vulnerability of ventricular arrhythmias after myocardial infarction"
Aliskiren,Prevents,Myocardial Infarction,Benazepril,REN,15,24342316,"Aliskiren ameliorated cardiomyocytic apoptosis, attenuated the sympathetic nerve innervations and reduced the vulnerability of ventricular arrhythmias after myocardial infarction"
Aliskiren,Prevents,Myocardial Infarction,Fosinopril,REN,15,24342316,"Aliskiren ameliorated cardiomyocytic apoptosis, attenuated the sympathetic nerve innervations and reduced the vulnerability of ventricular arrhythmias after myocardial infarction"
Aliskiren,Prevents,Myocardial Infarction,Enalapril,REN,15,24342316,"Aliskiren ameliorated cardiomyocytic apoptosis, attenuated the sympathetic nerve innervations and reduced the vulnerability of ventricular arrhythmias after myocardial infarction"
Aliskiren,Prevents,Myocardial Infarction,Enalaprilat,REN,15,24342316,"Aliskiren ameliorated cardiomyocytic apoptosis, attenuated the sympathetic nerve innervations and reduced the vulnerability of ventricular arrhythmias after myocardial infarction"
Aliskiren,Prevents,Myocardial Infarction,Ramipril,REN,15,24342316,"Aliskiren ameliorated cardiomyocytic apoptosis, attenuated the sympathetic nerve innervations and reduced the vulnerability of ventricular arrhythmias after myocardial infarction"
Aliskiren,Prevents,Myocardial Infarction,Quinapril,REN,15,24342316,"Aliskiren ameliorated cardiomyocytic apoptosis, attenuated the sympathetic nerve innervations and reduced the vulnerability of ventricular arrhythmias after myocardial infarction"
Aspirin,Prevents,Myocardial Infarction,Amitriptyline,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Celecoxib,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Pergolide,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Nortriptyline,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Paroxetine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Diclofenac,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Ibuprofen,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Sulindac,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Citalopram,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Salicylic acid,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Piroxicam,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Danazol,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Eletriptan,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Nafarelin,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Valsartan,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Losartan,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Apomorphine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Phentolamine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Doxazosin,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Risperidone,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Ropinirole,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Flurbiprofen,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Nicardipine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Triptorelin,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Fenoprofen,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Leuprolide,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Lurasidone,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Bromocriptine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Naproxen,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Diflunisal,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Desipramine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Mirtazapine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Acamprosate,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Metoclopramide,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Dexamethasone,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Dextroamphetamine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Histrelin,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Ketoprofen,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Fenoldopam,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Candesartan,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Phenylephrine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Trimipramine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Olmesartan,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Dihydroergotamine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Clozapine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Hydroxyzine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Escitalopram,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Clomipramine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Pseudoephedrine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Diphenhydramine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Clonidine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Donepezil,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Pilocarpine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Imipramine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Irbesartan,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Pramipexole,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Telmisartan,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Lisdexamfetamine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Epinephrine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Trazodone,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Maprotiline,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Cyclobenzaprine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Amoxapine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Atropine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Disopyramide,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Tramadol,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Aripiprazole,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Olanzapine,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Goserelin,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Tropicamide,"TP53,EDNRA",11|103,23831034,Aspirin reduces death and myocardial infarction
Aspirin,Prevents,Myocardial Infarction,Amitriptyline,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Celecoxib,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Pergolide,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Nortriptyline,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Paroxetine,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Diclofenac,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Ibuprofen,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Sulindac,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Citalopram,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Salicylic acid,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Piroxicam,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Danazol,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Eletriptan,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Nafarelin,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Valsartan,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Losartan,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Apomorphine,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Phentolamine,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Doxazosin,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Risperidone,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Ropinirole,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Flurbiprofen,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Nicardipine,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Triptorelin,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Fenoprofen,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Leuprolide,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Lurasidone,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Bromocriptine,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Naproxen,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Diflunisal,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Desipramine,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Mirtazapine,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Acamprosate,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Metoclopramide,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Dexamethasone,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Dextroamphetamine,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Histrelin,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Ketoprofen,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Fenoldopam,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
Aspirin,Prevents,Myocardial Infarction,Candesartan,"TP53,EDNRA",11|103,27702830,The results presented in these studies suggest that preoperative aspirin administration in patients undergoing CABG has a significant benefit in reducing the incidence of perioperative MI
