Predicted Cotherapy,Relationship,dme,Drugs with labeled DME,DME pathway intermediate,Intermediate node count,PMID,Notes
Tinzaparin,Activates,Hemorrhage,Aripiprazole,CXCL12,8,29088922,Tinzaparin decreases occurrence of venous thromboembolism 
Tinzaparin,Activates,Hemorrhage,Olanzapine,CXCL12,8,29088922,Tinzaparin decreases occurrence of venous thromboembolism 
Tinzaparin,Activates,Hemorrhage,Ketoprofen,CXCL12,8,26284719,Reduced clinically-relevant bleeding compared to Warfarin
Tinzaparin,Activates,Hemorrhage,Risperidone,CXCL12,8,26284719,Reduced clinically-relevant bleeding compared to Warfarin
Tinzaparin,Activates,Hemorrhage,Quetiapine,CXCL12,8,26284719,Reduced clinically-relevant bleeding compared to Warfarin
Tinzaparin,Activates,Hemorrhage,Prasugrel,CXCL12,8,26284719,Reduced clinically-relevant bleeding compared to Warfarin
Tinzaparin,Activates,Hemorrhage,Pentoxifylline,CXCL12,8,26284719,Reduced clinically-relevant bleeding compared to Warfarin
Tinzaparin,Activates,Hemorrhage,Aripiprazole,CXCL12,8,26284719,Reduced clinically-relevant bleeding compared to Warfarin
Tinzaparin,Activates,Hemorrhage,Olanzapine,CXCL12,8,26284719,Reduced clinically-relevant bleeding compared to Warfarin
Adenosine triphosphate,Activates,Hypertension,Iloprost,"AKT1,ADCY1",17|1,25158061,increase in sympathetic activity in hypertensive arteries is occurring due to a higher noradrenaline/ATP release
Adenosine triphosphate,Activates,Hypertension,Perphenazine,"AKT1,ADCY1",17|1,25158061,increase in sympathetic activity in hypertensive arteries is occurring due to a higher noradrenaline/ATP release
Adenosine triphosphate,Activates,Hypertension,Pimozide,"AKT1,ADCY1",17|1,25158061,increase in sympathetic activity in hypertensive arteries is occurring due to a higher noradrenaline/ATP release
Adenosine triphosphate,Activates,Hypertension,Fluphenazine,"AKT1,ADCY1",17|1,25158061,increase in sympathetic activity in hypertensive arteries is occurring due to a higher noradrenaline/ATP release
Adenosine triphosphate,Activates,Hypertension,Promethazine,"AKT1,ADCY1",17|1,25158061,increase in sympathetic activity in hypertensive arteries is occurring due to a higher noradrenaline/ATP release
Adenosine triphosphate,Activates,Hypertension,Vandetanib,"AKT1,ADCY1",17|1,25158061,increase in sympathetic activity in hypertensive arteries is occurring due to a higher noradrenaline/ATP release
Suramin,Activates,Hypertension,Amitriptyline,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Naphazoline,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Ergotamine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Phentolamine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Lurasidone,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Fluphenazine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Ipratropium bromide,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Metoprolol,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Rotigotine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Isometheptene,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Histamine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Timolol,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Haloperidol,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Sotalol,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Lisdexamfetamine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Trazodone,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Cinacalcet,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Tramadol,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Aripiprazole,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Succinylcholine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Mefloquine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Salmeterol,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Midodrine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Paroxetine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Citalopram,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Cevimeline,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Eletriptan,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Cetirizine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Doxepin,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Triprolidine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Triptorelin,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Leuprolide,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Mirtazapine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Nefazodone,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Dexamethasone,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Tesamorelin,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Phenylephrine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Clozapine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Conivaptan,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Diphenhydramine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Oxybutynin,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Scopolamine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Amphetamine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Ranitidine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Imipramine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Modafinil,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Paliperidone,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Arformoterol,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Solifenacin,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Pergolide,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Nortriptyline,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Terazosin,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Teriparatide,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Dicyclomine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Tiotropium,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Azelastine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Ropinirole,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Promethazine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Bromocriptine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Metipranolol,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Desipramine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Cyclopentolate,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Ziprasidone,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Acamprosate,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Iloprost,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Protirelin,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Dopamine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Oxymetazoline,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Dihydroergotamine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Ephedrine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Degarelix,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Hyoscyamine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Pilocarpine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Pramipexole,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Epinephrine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Maprotiline,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
Suramin,Activates,Hypertension,Cyclobenzaprine,"FSHR,P2RY2",101|159,27251093,"Suramin-induced programmed hypertension was associated with increased plasma asymmetric dimethylarginine (ADMA, an NO synthase inhibitor) level, decreased plasma l-arginine-to-ADMA ratio, and decreased renal dimethylarginine dimethylaminohydrolase (an ADMA-metabolizing enzyme) activity. "
